Temperature,Humidity,Wind Speed,Rainfall,Vegetation Index,Drought Index,Fire Occurrence
13.34330484,55.50054945,3.17668566,0.0,12,0.3008499816399805,1
22.72938005,37.25675676,3.148513514,3.1,9,0.3746517113312526,1
21.44210526,63.90877797,2.482307692,65.6,12,0.2513304473392301,1
8.523263157999999,76.61521739,3.278095238,150.8,0,0.2639427624719013,1
14.40471888,73.77567887,1.976602238,145.8,15,0.1555431553430117,1
4.042663892,67.85661765,3.307596254,87.5,9,0.0552534008712164,1
8.864242424,52.83489097,3.135151515,0.0,0,0.1386698681295559,1
26.71389728,80.72540768,2.080916415,0.0,12,0.1491170204553289,1
0.0,0.0,0.0,0.0,0,0.347202748581888,1
10.30368969,65.26835138,2.381740776,0.0,12,0.2499716321125233,1
2.617524339,55.07788595,2.9963838660000004,0.0,15,0.2271845877660905,1
12.50716332,53.97468354,3.890544413,30.4,12,0.1326027431795333,1
0.0,0.0,0.0,0.0,12,0.167931165795188,1
0.0,0.0,0.0,0.0,12,0.1232540073915158,1
13.64166667,63.72919605,3.127777778,0.0,12,0.2771578167331505,1
12.91572327,60.4327044,3.999496855,38.4,9,0.2813714096766087,1
3.713043478,66.91111111,5.752173912999999,0.0,9,0.1928582080156495,1
6.224290367999999,44.62889518,4.191577478,0.0,12,0.3279006605371029,1
27.85048276,44.7062069,2.58,0.0,16,0.47215020307743,1
20.14767025,66.69558824,2.715053763,41.2,0,0.2391933150283869,1
13.19906542,33.59279039,5.271161549,1.8,15,0.3884084306904412,1
0.0,0.0,0.0,0.0,0,0.8197266531954936,1
10.52442997,60.29836829999999,2.397114937,0.0,12,0.1479234312059609,1
10.97154851,70.45740836,2.438199627,0.0,12,0.1393298173350989,1
21.73636364,49.36363636,4.227272727,0.0,16,0.4108412483779338,1
19.68511905,67.68893528,3.893413174,0.0,15,0.5017498045179025,1
21.40113154,70.96676301,5.189533239,0.0,12,0.131003293445296,1
-0.139007092,61.94460227,4.160795455,21.0,15,0.2465745578827336,1
17.79981378,63.92559663,2.082960894,0.0,9,0.1977626673709827,1
17.81246973,66.64366374,1.297578692,35.5,15,0.2370796945506121,1
8.147935035,60.78588808,1.737633411,0.0,12,0.1439278422115411,1
9.430668127,68.88056206,2.727601314,96.5,12,0.1608674518866872,1
21.5948324,58.11033520000001,0.564106145,0.0,15,0.4550891494307116,1
15.40166084,80.55625,3.724239631,177.6,12,0.1956135917938746,1
6.701378254,58.59429477,4.330474732,0.0,15,0.0640444852394095,1
6.580599144,66.84168013,2.791868759,30.2,16,0.1078533379116892,1
12.84916667,66.63687151,3.94,834.0,12,0.1545174695289357,1
5.081005025,71.16178067,2.882211055,76.7,0,0.1435960613746858,1
0.0,0.0,0.0,0.0,16,0.1917308213235871,1
19.92907117,73.61725395,3.481432039,27.2,12,0.1326571708822086,1
4.675555556,52.51729249,2.384641975,0.0,16,0.1559291357505066,1
9.76573499,66.86682243,3.2640625,305.5,16,0.1646940623147792,1
19.3595537,70.52719665,1.987447699,0.0,12,0.1411333106971859,1
6.258175559,65.55923345,3.567125645,0.0,15,0.2549867445675882,1
-2.428571429,74.28658537,3.833282675,0.0,15,0.2426723339716054,1
0.0,0.0,0.0,0.0,16,0.1611297655602113,1
0.0,0.0,0.0,0.0,12,0.1356666754485589,1
20.10858961,62.74908201,3.5176086960000004,89.8,12,0.2825247865155877,1
8.664914586,40.75965379,4.722141918999999,0.0,0,0.3660826818678131,1
25.19407133,38.06499536,4.627559055,0.0,12,0.333033723877119,1
14.04709141,57.01502504,2.866445183,23.0,15,0.36726205791625,1
5.840699369,78.35688499,2.983147159,0.0,9,0.2558466467095099,1
33.90123457,0.0,4.684710744,0.0,0,0.4769991839981995,1
33.97345013,37.33962264,3.947843666,0.8,16,0.2826857602442385,1
28.18606061,65.93290735,3.3301538460000004,66.0,12,0.1306394240687174,1
15.41722222,59.85915493,4.2986111110000005,72.0,16,0.2031615153376302,1
0.0,0.0,0.0,0.0,15,0.3531127911188347,1
6.64835966,65.03094059,3.5430133660000003,70.6,12,0.2047362984044596,1
9.215850144,66.97291667,3.860617761,182.8,15,0.0760246627098659,1
0.269237833,77.41107185,2.04214876,18.9,0,0.260836229987279,1
24.38005502,16.61019284,4.2039889960000005,1.1,16,0.4022346600857496,1
27.63648834,69.59044863,2.950961538,6.4,12,0.1377658202602802,1
14.88989784,66.19035847,2.976027397,114.7,12,0.1605963665451146,1
23.37733142,68.69030391,3.194691535,28.7,15,0.0517179236933555,1
10.27323162,72.39944134,4.240638003,0.0,0,0.2195270770168189,1
19.08435829,46.43716578,1.751470588,19.3,15,0.463820570910429,1
29.1045724,68.91788079,1.097205758,0.0,12,0.212420336604747,1
0.0,0.0,0.0,0.0,15,0.3851686196017032,1
24.9340628,53.11512845,6.6670789720000005,142.4,15,0.3172976748603613,1
26.63636364,19.66161616,4.91010101,2.0,16,0.3980950892780281,1
7.03282588,60.91711889,3.275880114,0.0,16,0.2635250921021965,1
11.61438356,63.15903308,2.938127854,34.8,16,0.1297283987401816,1
19.33212766,71.94036209,2.581914894,138.7,12,0.1633165707601012,1
-1.333333333,76.08645533,3.925558659,2.6,9,0.301474802346217,1
9.462435838,65.43231899,3.178114792,0.0,16,0.111621392475514,1
19.94367257,0.0,2.515694444,0.0,15,0.4932229007066275,1
25.95227525,31.69599109,4.959555556000001,44.5,16,0.331070469424046,1
29.27665317,64.10526316,4.704588394,0.0,12,0.255538737650671,1
9.14719888,68.05744979,2.399859944,0.0,16,0.1773676865813094,1
32.62925012,46.36376339,1.862785282,0.0,16,0.2542088211236235,1
18.47524752,74.00849858,3.640652447,42.3,12,0.1347164929727935,1
23.63594257,65.15760112,2.323251505,0.0,16,0.2520561541661836,1
23.9530451,72.50804829,2.731174278,0.0,12,0.1348264311774838,1
8.372812135,61.56924883,3.899649942,86.5,16,0.2859837824721354,1
23.89285714,0.0,1.303571429,0.0,0,0.5181359843486977,1
4.125168237,57.07962213,3.609703504,4.9,16,0.258452922587681,1
10.48263473,57.08273381,4.37760479,26.7,16,0.2773793853977369,1
15.15755725,58.26259542,2.8987786260000004,0.0,12,0.1662911803618487,1
7.486750348999999,72.73060649,1.73767507,11.2,12,0.2014720055590013,1
24.00859788,71.7188755,2.397086093,13.5,16,0.1793403249467713,1
12.35106383,57.91025641,2.196153846,25.1,15,0.4754027581898195,1
33.55462963,14.22429907,3.4798761610000004,0.0,16,0.4189918279188838,1
15.35269122,62.16235632,4.51408046,0.0,16,0.1105615581364898,1
16.58855886,66.75247525,3.472937294,63.9,16,0.1870058886348984,1
7.106224900000001,69.29181929,3.225025329,138.8,15,0.1384969569433807,1
0.0,0.0,0.0,0.0,15,0.2588358689611001,1
12.89253731,56.58912387,3.20748503,0.0,12,0.2854223057887157,1
6.530284302,61.73507463,3.062917182,105.2,4,0.0545464700601825,1
3.765197429,72.76325758,2.705365402,257.4,0,0.1292454735457984,1
26.20965452,65.65918164,1.815759584,81.3,12,0.2073356510243358,1
12.99324324,65.38915094,3.763348416,0.0,16,0.1079277922609076,1
5.883026188,62.93957115,2.108382066,39.4,0,0.126154962587546,1
4.82731377,65.14105505,1.993340858,93.2,0,0.0922520731007687,1
28.13318078,55.67439166,3.535225956,21.8,16,0.2048872808562118,1
24.02811671,28.45949535,3.772413793,0.8,16,0.3878281738083908,1
13.9781457,51.56953642,4.145695364,0.0,12,0.2554956918020605,1
1.006617039,61.55778415,1.530737365,0.0,0,0.0983112463684008,1
9.608837971,67.53960396,1.515275505,0.0,12,0.1351811714384929,1
11.74899058,61.60083682,1.548317631,2.5,14,0.5011084791821621,1
11.56821378,70.15806662,2.082512893,0.0,12,0.1466857763978688,1
10.74042743,76.04627007,1.339536955,137.9,0,0.1474053614785448,1
9.69099723,59.47965116,3.854155125,117.0,16,0.155152279072156,1
13.900400400000002,62.82623318,3.013863864,0.0,12,0.1383930320830377,1
-4.752636719,58.96285435,2.566113281,31.5,4,0.3823820474380426,1
22.33955479,49.66550523,1.47260274,0.0,15,0.4549883528897243,1
0.0,0.0,0.0,0.0,12,0.186530212950277,1
2.284859366,73.86095593,5.73940678,12.9,15,0.2964661582796133,1
9.474377057,61.15539494,2.915561824,0.0,12,0.147946015754631,1
8.176333022,53.64546305,5.272965388,18.9,4,0.2718864438589445,1
4.144818182,71.1102873,4.064076782,20.3,16,0.2986386608731222,1
23.80095579,75.06703146,2.394504182,59.5,12,0.1506804455444024,1
28.39248015,54.70948155,2.826623073,41.3,12,0.2869435895404582,1
15.17627907,60.12126866,3.239739414,0.0,15,0.1130610851271964,1
1.384456019,0.0,3.656666667,0.0,12,0.1811368288243038,1
14.08376289,75.5615142,2.422680412,168.9,16,0.1854769676012175,1
22.03084223,70.6377858,3.690984579,95.6,12,0.1304555099123923,1
0.0,0.0,0.0,0.0,0,0.2197607626469488,1
16.03858268,78.65909091,1.435996488,34.1,15,0.0596114099328135,1
19.44031955,70.18469657,2.610432331,0.0,12,0.1521760045771043,1
16.65162542,66.92937123,1.436050461,0.0,16,0.1114863923372153,1
5.575625,0.0,1.5454166669999998,0.0,12,0.2926776645493614,1
14.91270023,70.96440873,2.241990847,34.8,16,0.1570137205854405,1
11.23170732,71.51806491,1.898634146,0.0,12,0.141160670333434,1
5.052132701000001,67.19410745,4.87614534,80.9,15,0.0926483041132513,1
11.3474026,66.80668127,2.223886827,0.0,12,0.2120601734587761,1
14.47510669,63.03025719,1.959886202,4.3,16,0.1122922437433011,1
-1.181147541,51.14285714,4.26147541,0.0,15,0.3608299295520969,1
27.12300926,0.0,0.0,0.0,12,0.2568710529625435,1
4.907527881,64.06889952,3.316968852,46.2,0,0.2145037092842483,1
8.319571865,60.96788991,2.482721713,0.0,0,0.1572418745801198,1
26.41514523,72.25556734,2.52195122,220.2,12,0.1624007292139953,1
0.578847885,71.18025362,4.265886589,40.2,15,0.1926487139666566,1
25.88221884,79.37366003,2.158599696,0.0,12,0.1251510307054246,1
5.633256351,61.11893764,3.32852194,43.4,4,0.0923138391958169,1
10.4107064,63.70852018,4.477654867,22.7,12,0.2669429181560692,1
25.93277311,0.0,2.486324786,0.0,15,0.4476025693539021,1
11.2238806,28.17910448,5.811940299,0.0,16,0.3340096913726771,1
21.14950071,57.05157593,0.852578797,16.0,9,0.4467854145195846,1
5.867725919,78.76666667,1.526017875,39.7,0,0.1213598340723935,1
21.08185328,55.02395672,3.958346213,0.0,15,0.5268360736622852,1
8.494287432,78.85994876,2.894149578,0.0,15,0.249098692634333,1
18.65,70.76923077,3.42,0.0,12,0.1385171472384962,1
25.79166667,84.15254237,5.813559322000001,0.0,12,0.0199301759712418,1
15.16744412,77.15352697,3.357240039,11.8,12,0.1951879674761438,1
13.99343031,67.96012115,1.920037541,0.0,12,0.212410021690576,1
5.353404353999999,65.44426752,1.567114405,0.0,0,0.1154414280302909,1
28.83401639,67.98232174,2.320199063,0.0,12,0.2683360788437055,1
4.994358251,57.84683358,5.13611898,0.0,15,0.2621853249419115,1
20.03473054,62.61454545,1.318922156,5.9,16,0.1584635580543754,1
16.81509795,66.23065550000001,1.394457716,0.0,15,0.1393861218551078,1
0.0,0.0,0.0,0.0,16,0.3871542684643707,1
21.86327078,71.22633745,4.638188976,0.0,12,0.9224356830711704,1
24.03315954,60.17415419,2.776433785,5.6,12,0.2880249915065125,1
8.912280702,61.40078844,6.020350877,68.1,9,0.3036802720230633,1
7.857606679,65.04315545,1.135250464,18.4,0,0.4907992541953507,1
6.950617284,58.97530864,1.785185185,0.0,16,0.1511465348037057,1
4.304545455,59.93181818,5.13030303,0.0,9,0.2995062100566414,1
8.015741508,59.206005000000005,3.195190713,0.0,12,0.2817748339065327,1
4.826260504,63.91885965,3.998947368,0.0,9,0.2412855384988892,1
24.43103448,66.61111111,5.296551724,0.0,12,0.0199203288235971,1
18.60167785,58.16484848,1.93557047,0.0,16,0.4612355740522211,1
13.47064327,64.32282472,2.727518428,32.6,15,0.1473568955334467,1
10.09845288,69.73980309,2.14374121,0.0,12,0.2031750342085161,1
22.49479167,56.36842105,4.245833333,4.5,9,0.1908866435612668,1
0.0,0.0,0.0,0.0,16,0.1921763865422834,1
18.34519104,73.05179856,2.333992095,46.8,12,0.2452569019276445,1
-10.23333333,82.49462366,3.831023102,0.0,12,0.1336807430329338,1
18.92649098,67.4,2.491748252,70.9,16,0.1935463469513176,1
24.16362764,71.97544535,3.0794428430000003,0.0,12,0.2490271599088291,1
16.59636872,35.27061015,4.586219739,0.0,16,0.3939582478635892,1
7.741522842999999,68.96232179,4.004771573999999,43.2,12,0.2595179093296815,1
13.14590164,61.13784461,3.5038869260000003,9.8,0,0.2341124897417767,1
7.294514286,67.40632319,6.634742857000001,46.5,9,0.2617432433987359,1
26.37894737,41.35789474,2.076842105,0.0,0,0.3939250170951713,1
0.0,0.0,0.0,0.0,12,0.1388270409937599,1
23.79865005,61.77546778,1.402494802,47.4,16,0.1628638700105209,1
14.45768786,49.33206107,2.107508939,28.2,15,0.4448984687509911,1
6.98879203,69.63414634,2.696693699,0.0,12,0.2081952366744497,1
16.31855422,54.72025316,3.110848602,3.6,12,0.2920432171592122,1
6.833960489,64.92948415,3.196566322,0.0,16,0.2531827975556249,1
10.8684435,43.23409669,3.11684435,0.0,0,0.1190527112701793,1
2.265949074,0.0,0.0,0.0,16,0.1791065507825895,1
5.8197405,36.50986193,2.687303058,0.0,12,0.1536455100251039,1
8.23125,68.55913978,4.067777778,654.0,12,0.1936086637699963,1
22.80086048,64.18565941,4.459250153999999,0.0,16,0.2655116139315296,1
17.951612899999997,73.60950174,2.254147465,2.9,12,0.4667884041716097,1
24.30697013,76.54493581,2.130813124,0.0,16,0.0931538656173547,1
7.86697783,62.4947644,2.9571261680000003,54.4,9,0.0547879184535844,1
0.0,0.0,0.0,0.0,12,0.2596871432156675,1
18.33741393,47.31500393,3.448578017,0.0,0,0.5169308264175019,1
4.61084855,72.8529755,1.652524168,12.2,0,0.4993325840451361,1
12.18674556,60.24940618,4.026508876,60.5,16,0.1909259057991137,1
21.85877318,37.90442225,2.695577746,0.0,15,0.4894498767334381,1
8.762987737000001,54.86241611,5.76477146,51.8,9,0.3014581870491482,1
21.70014368,74.00725689,2.319683908,0.0,16,0.2554276553002108,1
6.189953271,65.54694836,3.377139508,31.1,16,0.2549842053133817,1
-13.44106275,0.0,2.744305556,0.0,12,0.2766896971161598,1
13.88100559,54.1463964,3.958108108,53.2,0,0.1299865007721712,1
0.0,0.0,0.0,0.0,16,0.1621090790503823,1
15.13263041,55.84572697,3.173140954,26.8,16,0.1477501857514556,1
13.08074534,65.94352617,2.169239766,97.1,0,0.1393948886433269,1
21.94530154,73.03932584,2.1507713880000003,0.0,15,0.4679333223487554,1
12.73972868,68.63189569,4.985645005,29.5,15,0.291362207306082,1
7.759432932999999,71.58789954,3.326717557,35.1,12,0.1480452488330597,1
26.20721154,70.54,2.456132756,0.0,12,0.2548338720532506,1
25.48316971,78.15147265,3.67769986,0.0,16,0.1102576130678314,1
22.61670534,73.85076046,1.291786543,0.0,12,0.244792787953666,1
16.68584759,66.64962121,3.390654206,3.9,12,0.1867235704483443,1
-0.89629282,73.50106157,5.198778195,0.0,15,0.2612492129320602,1
4.603773585,75.22885572,0.969934102,0.0,0,0.1487653218966991,1
29.89647332,52.45769962,2.634941995,91.1,16,0.2874488199132652,1
3.910746269,71.5250291,2.726368159,80.4,0,0.1472232971262108,1
15.40265589,64.28588957,2.855658199,48.7,12,0.1503500751525919,1
20.5,37.66666667,4.866666667,0.0,15,0.3623568554325755,1
29.93486056,37.51097804,5.537924152,55.4,16,0.3095654424169189,1
27.63011257,50.116322700000005,3.005628518,4.1,12,0.2822118083594356,1
25.03404255,69.52664577,1.3516081869999998,8.1,16,0.1776791544301896,1
6.300714286,67.45244957,3.3505730660000004,0.0,16,0.1943573706282575,1
9.757039187,41.74563953,3.025726744,15.2,16,0.3864116504135366,1
22.07457045,64.46126761,2.764261168,28.5,12,0.1334031652523111,1
16.18298851,70.53521127,1.557931034,44.5,12,0.1328651919197703,1
25.91147309,80.40793201,6.535552407999999,0.0,12,0.2494229064239408,1
10.38708375,72.7360673,2.964379415,56.2,12,0.2442146238214106,1
29.16080937,60.98208287,3.993274531,90.9,12,0.2848189591213483,1
17.64888889,75.36817473,3.264444444,149.2,12,0.1359720626811544,1
4.757841141,70.33544304,2.499488753,136.9,16,0.1773541588221625,1
11.83449921,63.17710583,2.96263911,5.4,12,0.2850497034341661,1
12.57722008,58.98604911,1.3764478759999998,0.0,15,0.1180362007557749,1
19.56861034,0.0,2.866480447,0.0,12,0.1301921364444394,1
20.96783708,62.06179775,1.99747191,0.0,12,0.2466674757644955,1
-0.914884393,72.96802326,3.963728324,218.5,9,0.1781350265461938,1
27.90471254,72.58578680000001,2.425754717,19.3,12,0.1521547062121024,1
7.447342026,62.51706827,2.147891566,66.1,0,0.1454118271597462,1
25.75421687,77.82962963,3.08060241,119.5,16,0.2281153551425339,1
27.74378796,69.02321981,1.403541186,0.0,12,0.1496052787806645,1
-3.964085821,71.14588349,2.522258516,0.0,15,0.2453255494538766,1
4.709058403,59.12215909,2.084330144,50.2,15,0.1275640147889489,1
8.291103604,38.23216308,4.492298981,17.4,4,0.3774589159374497,1
0.0,0.0,0.0,0.0,12,0.218455458586344,1
22.92792239,70.03244681,2.003560372,0.0,12,0.1438348852911422,1
7.623090277999999,0.0,0.0,0.0,16,0.1925952477646992,1
0.333104126,75.18031088,4.956200787,26.0,4,0.2637306869930313,1
18.38964695,27.80629771,2.470419847,0.0,12,0.3950320916706571,1
21.85893536,83.91132075,1.185529322,20.5,16,0.2449198874735056,1
7.713532513,61.81389870000001,1.335383714,0.0,0,0.1084531228262617,1
23.55906977,77.76441242,2.096697674,0.0,12,0.1282204651566434,1
11.38109549,48.67547724,3.97643065,0.0,12,0.3052107403112978,1
15.527390900000002,58.45755473,1.801021356,0.0,15,0.0971625642740896,1
3.244621141,68.46410442,3.205004677,0.0,0,0.1400410206112583,1
2.12681669,78.82154341,3.797515237,5.6,9,0.2634855151153379,1
15.35883171,67.73554913,3.260992579,0.0,16,0.2637737288332102,1
4.567872045,71.88546256,4.760465116000001,0.0,9,0.1677803475148469,1
10.11024436,69.61987041,2.187511826,238.0,16,0.1637680142564319,1
22.89841112,81.04229607,1.925024826,57.7,12,0.1444453357705009,1
23.44366197,40.32223903,4.7503774530000005,0.0,12,0.3075856165852435,1
0.0,0.0,0.0,0.0,12,0.1876905397123347,1
2.088042721,0.0,2.236908078,0.0,12,0.1838040579573299,1
16.09246088,57.81146305,3.233091437,29.2,0,0.5012951846010383,1
8.032934132000001,67.75,3.67005988,6.0,12,0.1953001981550852,1
5.941639648,58.85946197,5.103942486,47.3,15,0.2929564751840856,1
15.73779637,70.55949008,1.354545455,4.6,12,0.2038679799506546,1
28.19416126,66.72242817,2.174791474,26.2,12,0.2531061986955614,1
11.60736111,64.02302158,4.235277778,167.8,15,0.183985230520798,1
19.60883028,58.48126464,5.984174312,30.3,15,0.3247643893250056,1
29.24183007,17.06,4.374,0.0,15,0.4606533913802617,1
9.440529248,71.38603989,2.916596932,0.0,16,0.1909010652006351,1
28.59068493,65.18681319,2.161813187,2.9,16,0.2056224827859578,1
16.62025316,55.52609309,2.498312236,0.0,0,0.1554565878624016,1
26.44383562,65.24550898,2.42109589,28.0,12,0.2542127635031297,1
4.520114123,59.85281385,3.07403709,45.0,15,0.129653735952526,1
24.66878669,72.68441273,2.154397233,0.0,16,0.2613862463907999,1
15.17466232,65.1247613,2.040475082,0.0,16,0.1202544632545692,1
0.0,0.0,0.0,0.0,12,0.2455159185791313,1
20.7,67.52587018,1.910234742,0.0,12,0.211691525509027,1
25.14134078,77.90408017,1.10744879,0.0,16,0.1663781384031091,1
14.44459161,72.58169177,2.030905077,5.7,16,0.2114229145896384,1
23.92508251,69.86894273,2.988228823,88.8,12,0.1952338328206053,1
19.93591731,57.36953642,1.891709845,10.9,12,0.2112056467977567,1
15.96830467,73.87483703,2.8167079210000003,95.1,12,0.2083457041298957,1
0.0,0.0,0.0,0.0,0,0.5158369078627127,1
9.762695776,62.41984334,2.62586616,0.0,15,0.2482595837950465,1
16.29043779,59.86536108,3.300576037,33.3,16,0.1316377239303212,1
25.8849162,66.04354136,1.709636872,9.7,16,0.1633605024720699,1
28.4452182,33.30536131,5.2136026,0.0,16,0.3211932712657261,1
29.90794271,65.32682292,2.551041667,53.9,16,0.2288643047723193,1
13.25116713,58.15083507,4.01503268,0.0,12,0.3136772787129087,1
27.29275362,77.73602484,3.002318841,0.0,12,0.1604422732019701,1
3.471495327,65.38001912,2.69864486,0.0,15,0.2282941721425255,1
10.88697674,79.90217391,2.180900621,0.0,12,0.2025675255693091,1
26.70177819,57.92419279,5.325222274,6.9,16,0.288584536474515,1
0.0,0.0,0.0,0.0,4,0.0349546806466052,1
15.12250116,71.01787488,1.933147373,87.7,16,0.1736909672659279,1
26.329749100000004,33.11510791,2.667625899,0.0,0,0.497624539105036,1
19.03597561,61.34453268,3.12652439,0.0,15,0.0943645461214606,1
0.0,0.0,0.0,0.0,15,0.1653911341271534,1
4.742282507,67.29130435,2.078890456,0.0,0,0.1442580853792219,1
4.522843057,66.80936455,3.731440329,396.0,9,0.0604502465473184,1
18.11330749,52.75398936,1.3751937980000002,0.3,0,0.5273652849121566,1
22.4886921,51.24420191,2.714032698,12.0,0,0.499643138145917,1
13.64398148,52.3037037,4.38962963,0.0,16,0.2721922758531552,1
9.370060923,58.5671406,2.980765883,57.2,15,0.0979164033188904,1
6.592910849,61.50570342,2.648574822,60.3,0,0.1448595611547634,1
12.03510324,66.80722892,3.576627219,38.3,12,0.1343764277537344,1
18.90164671,63.51060606,3.759186747,0.0,16,0.1067180328246455,1
5.362276215,51.25581395,4.113682863999999,18.3,15,0.0613159959451006,1
23.42666667,43.81538462,3.217222222,21.0,14,0.5208044271650658,1
25.6489842,63.57562077,2.831151242,111.6,12,0.2868324709398349,1
12.10450231,0.0,0.0,0.0,0,0.1841991915309835,1
21.77922078,69.71698113,2.048051948,21.4,12,0.1410087370120216,1
13.02114047,0.0,0.0,0.0,12,0.1909249699175015,1
24.09139785,76.78649635,5.209255898,0.0,12,0.0216671145568918,1
27.78474758,73.15027027,2.138054054,22.4,12,0.2503753676058662,1
18.53682353,45.55842558,3.280196802,6.4,9,0.4956296560361821,1
-1.37564645,72.39124227,5.796229972000001,21.2,15,0.2852066737854397,1
5.232095491,55.35524476,5.147214854,8.9,0,0.0722360835825952,1
13.49457672,63.75629139,3.1058201060000004,26.3,15,0.5280936571717687,1
8.20325779,68.54121306,2.252974504,28.7,16,0.1645453576977888,1
-0.034459459,78.68376068,3.540136054,84.4,12,0.2067593788717421,1
21.0,78.0,2.6,0.0,16,0.4741295275066108,1
19.4784428,52.54986667,5.52782194,0.0,16,0.2776413121704826,1
25.31217184,71.04719324,2.321622912,53.4,12,0.2502617742344994,1
29.2027907,60.29821170000001,2.84009324,0.0,12,0.2647195970167391,1
26.39660057,69.31714286,2.939093484,8.9,12,0.1307740458459396,1
28.63738318,58.39786382,2.167690254,8.5,12,0.2503171616950961,1
15.34555556,41.35555556,3.801111111,5.6,15,0.416416398838074,1
26.86253369,69.98369565,6.33423913,0.0,12,0.0161074999057935,1
22.70235131,76.8769018,1.985062241,0.0,12,0.2051653429599262,1
22.36443812,64.54088953,3.556160458,0.0,12,0.1343423782196158,1
27.95972696,53.00204778,2.3621843,0.0,16,0.1251640706558876,1
10.74149977,59.97808359,2.7664182580000003,0.0,12,0.1489014951111862,1
13.30962343,70.14821029,2.6820548580000003,0.0,12,0.1568441449371005,1
11.8416198,58.30708661,2.383239595,102.0,15,0.1283278222800163,1
21.10714286,61.83519034,3.774524362,1.6,15,0.5205759301880752,1
1.102795031,73.67493995,4.730512421999999,63.5,9,0.0944108729583821,1
12.66993007,53.06349206,3.34984127,7.9,16,0.1675870935388799,1
7.802538787,57.06589147,2.445155221,0.0,0,0.1090522939279781,1
24.90509584,68.29145978,2.589060309,0.0,12,0.1317947260004877,1
25.24286383,76.8806391,1.534411627,76.4,12,0.143347316938861,1
27.85919407,65.51597962,3.4155627610000003,20.1,12,0.2769857183871684,1
16.14093649,50.18830084,2.099026426,0.0,16,0.1463328540476784,1
10.6399093,69.56069364,3.333786848,88.2,16,0.1822869543025091,1
27.44635083,24.44836601,3.445725389,1.3,15,0.4759560222942425,1
9.785046729,63.86666667,2.728037383,47.8,15,0.4049254722154451,1
18.03910534,67.97751124,2.9955202310000004,64.3,16,0.1697974261402375,1
18.25439331,71.81422505,3.811401674,91.1,15,0.3156374583504733,1
24.97861702,73.95156082,2.493783494,149.9,12,0.1941202858482273,1
0.0,0.0,0.0,0.0,12,0.1385124545851834,1
10.5083779,70.41546763,3.295365419,73.9,12,0.1927563811334907,1
8.433813284,56.76399254,3.248444032,0.0,15,0.1120485861813116,1
3.856309835,74.1561939,2.197009675,113.0,0,0.127961899018,1
15.27898089,57.42746114,3.572272144,24.7,16,0.2085015278954851,1
25.66371681,85.42342342,5.81981982,0.0,12,0.0197589166073979,1
24.42647059,68.7586558,4.139918534,9.8,12,0.1662780375864041,1
12.28065268,64.33116883,2.1882517480000003,0.0,16,0.1695374959149311,1
6.8777985070000005,63.62540021,4.228311567,0.0,15,0.2677170736744372,1
12.75734694,69.88888889,3.793223819,0.0,12,0.1878453136174336,1
17.96886675,71.85220994,3.973611111,46.5,12,0.1355354834944517,1
